date,close,eps,pe,bv,pb,div-yield %
2019-10-31,32319.75,761.54,42.44,2890.85,11.18,1.25
2019-09-30,31134.5,756.43,41.16,2890.85,10.77,1.3
2019-08-30,29257.35,686.79,42.6,2781.12,10.52,1.34
2019-07-31,29065.95,686.33,42.35,2757.68,10.54,1.24
2019-06-28,29546.05,683.78,43.21,2700.74,10.94,1.16
2019-05-31,29850.4,675.5,44.19,2458.85,12.14,1.05
2019-04-30,30336.9,650.45,46.64,2448.5,12.39,1.03
2019-03-29,30321.4,650.39,46.62,2449.22,12.38,1.03
2019-02-28,29262.85,701.24,41.73,2727.2,10.73,1.17
2019-01-31,29800.55,701.85,42.46,2761.87,10.79,1.15
2018-12-31,30516.65,700.08,43.59,2761.69,11.05,1.13
2018-11-30,30126.25,700.45,43.01,2723.89,11.06,1.2
2018-10-31,28547.1,691.72,41.27,2723.96,10.48,1.27
2018-09-28,29757.7,690.75,43.08,2722.57,10.93,1.22
2018-08-31,32911.55,695.66,47.31,2711.0,12.14,1.11
2018-07-31,31007.25,672.17,46.13,2691.6,11.52,1.18
2018-06-29,28966.0,672.22,43.09,2448.52,11.83,1.35
2018-05-31,28814.3,650.88,44.27,2403.19,11.99,1.34
2018-04-30,28772.75,646.72,44.49,2403.74,11.97,1.34
2018-03-28,26127.4,646.88,40.39,2405.84,10.86,1.47
2018-02-28,26513.7,640.12,41.42,2405.96,11.02,1.45
2018-01-31,27127.3,634.85,42.73,2404.9,11.28,1.42
2017-12-29,26851.5,614.59,43.69,2414.7,11.12,1.44
2017-11-30,25820.05,614.91,41.99,2415.35,10.69,1.5
2017-10-31,25687.7,610.59,42.07,2430.25,10.57,1.43
2017-09-29,24480.8,599.58,40.83,1953.77,12.53,1.5
2017-08-31,25834.9,600.95,42.99,1915.11,13.49,1.42
2017-07-31,25744.35,590.74,43.58,1916.93,13.43,1.43
2017-06-30,26752.05,590.29,45.32,1866.86,14.33,1.37
2017-05-31,25841.8,591.62,43.68,1867.18,13.84,1.42
2017-04-28,23675.4,592.03,39.99,1868.62,12.67,1.55
2017-03-31,23542.3,591.96,39.77,1868.44,12.6,1.56
2017-02-28,22338.2,592.05,37.73,1869.31,11.95,1.64
2017-01-31,21832.65,592.96,36.82,1869.23,11.68,1.68
2016-12-30,20754.1,589.27,35.22,1869.74,11.1,1.77
2016-11-30,20487.9,588.56,34.81,1865.93,10.98,1.79
2016-10-30,21481.95,610.8,35.17,1866.37,11.51,1.71
2016-09-30,21542.05,601.23,35.83,1866.73,11.54,1.71
2016-08-31,22609.3,595.77,37.95,1862.38,12.14,1.63
2016-07-29,22228.85,596.59,37.26,1847.78,12.03,1.66
2016-06-30,21608.45,596.59,36.22,1696.11,12.74,1.35
2016-05-31,20521.65,596.56,34.4,1696.0,12.1,1.4
2016-04-29,19737.7,540.61,36.51,1697.14,11.63,1.46
2016-03-31,19764.15,540.74,36.55,1697.95,11.64,1.46
2016-02-29,18331.6,540.76,33.9,1697.37,10.8,1.57
2016-01-29,19132.65,535.03,35.76,1697.66,11.27,1.5
2015-12-31,20192.65,538.76,37.48,1698.29,11.89,1.43
2015-11-30,20278.55,538.89,37.63,1699.79,11.93,1.42
2015-10-30,20118.3,519.72,38.71,1738.83,11.57,1.43
2015-09-30,19956.65,519.3,38.43,1735.36,11.5,1.44
2015-08-31,20111.5,519.14,38.74,1733.75,11.6,1.43
2015-07-31,20920.45,515.79,40.56,1728.96,12.1,1.37
2015-06-30,20155.75,510.4,39.49,1682.45,11.98,1.43
2015-05-29,20107.3,512.81,39.21,1505.04,13.36,1.35
2015-04-30,19510.7,429.28,45.45,1505.46,12.96,1.39
2015-03-31,19879.6,429.18,46.32,1506.03,13.2,1.36
2015-02-28,21102.35,575.78,36.65,1563.14,13.5,1.37
2015-01-30,21165.75,575.16,36.8,1563.2,13.54,1.37
2014-12-31,20126.2,562.81,35.76,1563.81,12.87,1.44
2014-11-28,20027.45,563.04,35.57,1564.64,12.8,1.45
2014-10-31,19393.9,551.12,35.19,1565.29,12.39,1.5
2014-09-30,19876.05,550.58,36.1,1539.59,12.91,1.46
2014-08-28,19308.6,538.14,35.88,1594.43,12.11,1.44
2014-07-31,18778.75,531.22,35.35,1630.1,11.52,1.46
2014-06-30,17434.0,522.29,33.38,1466.27,11.89,1.43
2014-05-30,17831.6,520.02,34.29,1455.64,12.25,1.52
2014-04-30,17573.25,503.24,34.92,1458.36,12.05,1.54
2014-03-31,18085.25,501.67,36.05,1458.49,12.4,1.5
2014-02-28,16845.7,500.02,33.69,1490.77,11.3,1.63
2014-01-31,16861.2,498.56,33.82,1494.79,11.28,1.63
2013-12-31,17024.1,481.31,35.37,1493.34,11.4,1.61
2013-11-29,17004.0,481.43,35.32,1492.89,11.39,1.62
2013-10-31,17617.0,467.54,37.68,1503.16,11.72,1.54
2013-09-30,17637.4,467.96,37.69,1330.12,13.26,1.39
2013-08-30,16283.05,468.31,34.77,1333.58,12.21,1.23
2013-07-31,17480.95,464.55,37.63,1344.69,13.0,1.14
2013-06-28,16688.2,461.89,36.13,1292.66,12.91,1.2
2013-05-31,17509.05,460.64,38.01,1292.18,13.55,1.14
2013-04-30,16815.95,448.66,37.48,1283.66,13.1,1.19
2013-03-28,15321.9,448.66,34.15,1283.24,11.94,1.31
2013-02-28,14594.25,448.92,32.51,1283.58,11.37,1.37
2013-01-31,15265.35,445.96,34.23,1283.88,11.89,1.31
2012-12-31,15175.25,429.53,35.33,1284.95,11.81,1.32
2012-11-30,15551.85,429.73,36.19,1285.28,12.1,1.29
2012-10-31,14523.5,431.09,33.69,1132.0,12.83,1.33
2012-09-28,14136.0,407.14,34.72,1095.81,12.9,1.34
2012-08-31,13641.6,407.58,33.47,1096.59,12.44,1.39
2012-07-31,12893.3,406.99,31.68,1093.58,11.79,1.47
2012-06-29,12729.1,382.6,33.27,1092.63,11.65,1.48
2012-05-31,11646.15,386.02,30.17,1088.43,10.7,1.64
2012-04-30,12139.85,372.05,32.63,1087.8,11.16,1.57
2012-03-30,11426.05,376.97,30.31,1125.72,10.15,1.68
2012-02-29,10560.3,377.56,27.97,1127.03,9.37,1.82
2012-01-31,10327.7,376.51,27.43,1074.68,9.61,1.99
2011-12-30,10217.15,363.34,28.12,1064.29,9.6,2.02
2011-11-30,10271.4,363.72,28.24,1065.5,9.64,2.01
2011-10-31,10670.05,356.14,29.96,1025.97,10.4,1.93
2011-09-30,9947.65,340.44,29.22,988.83,10.06,2.06
2011-08-30,10050.2,340.8,29.49,989.19,10.16,2.04
2011-07-29,10435.75,334.8,31.17,965.38,10.81,1.94
2011-06-30,10369.0,322.32,32.17,965.46,10.74,1.96
2011-05-31,9827.65,321.8,30.54,892.61,11.01,2.04
2011-04-29,9585.45,305.46,31.38,889.19,10.78,2.05
2011-03-31,9188.45,305.06,30.12,890.35,10.32,2.14
2011-02-28,8730.35,300.94,29.01,914.17,9.55,2.29
2011-01-31,8595.7,300.02,28.65,917.36,9.37,2.33
2010-12-31,9409.72,292.86,32.13,918.02,10.25,2.13
2010-11-30,9184.19,293.05,31.34,918.42,10.0,2.19
2010-10-29,9274.02,292.37,31.72,920.96,10.07,2.17
2010-09-30,9571.19,287.16,33.33,922.08,10.38,1.92
2010-08-31,8746.07,287.7,30.4,923.56,9.47,2.1
2010-07-30,8370.17,286.06,29.26,917.78,9.12,2.2
2010-06-30,8404.38,282.12,29.79,895.04,9.39,1.42
2010-05-31,7665.18,283.16,27.07,894.42,8.57,1.55
2010-04-30,7467.13,272.32,27.42,895.34,8.34,1.59
2010-03-31,7273.3,269.68,26.97,896.83,8.11,1.64
2010-02-26,6885.71,269.82,25.52,896.58,7.68,1.73
2010-01-29,7012.42,266.53,26.31,896.73,7.82,1.7
2009-12-31,7207.39,255.13,28.25,897.56,8.03,1.66
2009-11-30,7399.71,253.41,29.2,877.78,8.43,1.61
2009-10-30,7163.97,258.16,27.75,852.85,8.4,1.68
2009-09-30,6633.73,243.35,27.26,859.29,7.72,1.82
2009-08-31,6474.87,243.32,26.61,857.6,7.55,1.89
2009-07-31,6936.45,243.13,28.53,860.6,8.06,1.77
2009-06-30,5838.79,233.74,24.98,768.26,7.6,2.21
2009-05-29,5410.16,237.6,22.77,768.49,7.04,2.39
2009-04-29,5299.81,234.4,22.61,768.09,6.9,2.43
2009-03-31,5134.66,233.71,21.97,765.23,6.71,2.51
2009-02-27,5136.7,233.7,21.98,764.39,6.72,2.51
2009-01-30,5164.24,233.89,22.08,745.2,6.93,2.5
2008-12-31,5090.13,232.53,21.89,744.17,6.84,2.53
2008-11-28,4916.84,232.58,21.14,744.98,6.6,2.62
2008-10-31,4606.12,232.28,19.83,724.23,6.36,2.8
2008-09-30,5450.79,228.54,23.85,720.05,7.57,2.37
2008-08-29,5553.64,226.03,24.57,721.25,7.7,2.32
2008-07-31,5444.04,226.08,24.08,713.5,7.63,2.29
2008-06-30,5202.74,224.35,23.19,655.26,7.94,2.27
2008-05-30,6091.79,219.05,27.81,655.74,9.29,1.94
2008-04-30,6228.03,215.8,28.86,652.83,9.54,1.89
2008-03-31,5817.72,210.71,27.61,653.68,8.9,2.03
2008-02-29,5881.53,210.2,27.98,709.47,8.29,1.65
2008-01-31,5674.0,208.99,27.15,710.14,7.99,1.71
2007-12-31,6329.6,213.41,29.66,708.8,8.93,1.53
2007-11-30,5830.23,213.09,27.36,663.28,8.79,1.64
2007-10-31,5636.75,214.98,26.22,648.65,8.69,1.73
2007-09-28,5756.72,215.53,26.71,649.74,8.86,1.7
2007-08-31,5291.81,215.55,24.55,648.51,8.16,1.85
2007-07-31,5337.74,214.97,24.83,633.18,8.43,1.82
2007-06-29,4960.32,205.48,24.14,595.48,8.33,1.84
2007-05-31,5135.35,211.85,24.24,595.06,8.63,1.76
2007-04-30,4825.77,207.2,23.29,581.42,8.3,1.73
2007-03-30,4724.77,207.05,22.82,581.87,8.12,1.77
2007-02-28,4774.95,207.07,23.06,581.6,8.21,1.75
2007-01-31,5145.37,206.31,24.94,582.06,8.84,1.62
2006-12-29,5176.73,189.76,27.28,563.3,9.19,1.61
2006-11-30,5415.25,193.47,27.99,564.68,9.59,1.57
2006-10-31,5456.68,188.36,28.97,559.09,9.76,1.55
2006-09-29,5530.27,178.74,30.94,559.18,9.89,1.52
2006-08-31,5368.97,178.79,30.03,558.1,9.62,1.57
2006-07-31,4983.22,178.8,27.87,553.08,9.01,1.68
2006-06-30,5159.14,171.12,30.15,505.8,10.2,1.46
2006-05-31,5067.71,170.8,29.67,505.76,10.02,1.48
2006-04-29,6172.28,173.72,35.53,501.81,12.3,1.22
2006-03-31,5897.48,147.73,39.92,501.91,11.75,1.28
2006-02-28,5262.66,147.7,35.63,501.68,10.49,1.43
2006-01-31,4669.83,147.73,31.61,502.13,9.3,1.61
2005-12-30,4421.43,145.39,30.41,489.1,9.04,1.69
2005-11-30,4120.79,145.61,28.3,489.99,8.41,1.82
2005-10-31,3702.87,145.72,25.41,489.8,7.56,2.03
2005-09-30,4119.51,145.67,28.28,489.83,8.41,1.82
2005-08-31,3681.64,144.55,25.47,488.93,7.53,2.03
2005-07-29,3525.39,123.18,28.62,439.57,8.02,1.84
2005-06-30,3433.89,140.45,24.45,439.68,7.81,2.34
2005-05-31,3193.06,139.99,22.81,437.41,7.3,2.52
2005-04-29,2938.88,140.01,20.99,437.99,6.71,2.74
2005-03-31,2787.59,140.15,19.89,438.3,6.36,2.89
2005-02-28,2834.95,140.21,20.22,438.17,6.47,2.84
2005-01-31,2954.33,139.95,21.11,440.94,6.7,2.73
2004-12-31,2786.34,139.95,19.91,440.88,6.32,2.89
2004-11-30,2711.57,142.49,19.03,450.43,6.02,3.59
2004-10-29,2344.78,142.45,16.46,450.05,5.21,4.15
2004-09-30,2387.54,140.77,16.96,442.96,5.39,3.4
2004-08-31,2194.85,138.83,15.81,441.62,4.97,3.65
2004-07-30,2208.28,132.0,16.73,458.15,4.82,2.94
2004-06-30,2131.48,131.98,16.15,458.38,4.65,3.05
2004-05-31,2180.07,131.09,16.63,457.04,4.77,2.94
2004-04-30,2415.32,131.05,18.43,457.45,5.28,2.66
2004-03-31,2464.11,131.07,18.8,457.16,5.39,2.6
2004-02-27,2694.83,130.37,20.67,456.75,5.9,2.38
2004-01-30,2751.38,130.34,21.11,456.28,6.03,2.33
2003-12-31,2863.38,130.33,21.97,456.68,6.27,2.24
2003-11-28,2457.27,130.5,18.83,456.74,5.38,2.61
2003-10-31,2417.39,131.09,18.44,456.97,5.29,2.64
2003-09-30,2432.13,131.11,18.55,457.17,5.32,2.63
2003-08-29,2490.61,132.34,18.82,448.76,5.55,2.29
2003-07-31,2243.25,128.55,17.45,421.66,5.32,2.58
2003-06-30,2303.28,122.71,18.77,393.05,5.86,2.39
2003-05-30,2083.43,116.46,17.89,372.71,5.59,2.8
2003-04-30,1952.08,116.47,16.76,372.53,5.24,2.99
2003-03-31,1917.64,116.01,16.53,363.19,5.28,2.77
2003-02-28,2097.04,115.03,18.23,364.7,5.75,2.5
2003-01-31,2101.11,115.07,18.26,364.14,5.77,2.49
2002-12-31,2185.18,115.07,18.99,364.2,6.0,2.4
2002-11-29,2106.98,100.57,20.95,312.61,6.74,2.31
2002-10-31,2009.11,100.56,19.98,312.46,6.43,2.42
2002-09-30,2131.27,100.53,21.2,312.5,6.82,2.28
2002-08-30,2267.21,99.7,22.74,311.43,7.28,2.12
2002-07-31,2105.87,98.5,21.38,311.98,6.75,2.27
2002-06-28,2286.71,98.48,23.22,311.97,7.33,2.09
2002-05-31,2196.02,96.32,22.8,308.86,7.11,2.17
2002-04-30,2335.27,97.79,23.88,315.58,7.4,2.07
2002-03-28,2530.29,97.96,25.83,316.29,8.0,1.91
2002-02-28,2718.08,97.98,27.74,316.06,8.6,1.78
2002-01-31,2500.14,83.51,29.94,264.29,9.46,0.63
2001-12-31,2500.65,81.99,30.5,257.53,9.71,0.61
2001-11-29,2426.1,81.99,29.59,257.55,9.42,0.63
2001-10-31,2420.68,81.97,29.53,257.52,9.4,0.63
2001-09-28,2308.48,82.06,28.13,257.64,8.96,0.66
2001-08-31,2533.59,82.07,30.87,257.74,9.83,0.6
2001-07-31,2628.07,82.08,32.02,257.65,10.2,0.58
2001-06-29,2492.01,82.05,30.37,257.71,9.67,0.61
2001-05-31,2517.79,82.39,30.56,260.91,9.65,1.37
2001-04-30,2630.61,82.03,32.07,257.65,10.21,1.31
2001-03-30,2653.73,82.03,32.35,257.64,10.3,1.29
2001-02-28,2823.87,82.04,34.42,257.65,10.96,1.22
2001-01-31,2782.99,83.25,33.43,261.56,10.64,1.25
2000-12-29,2787.43,83.26,33.48,261.48,10.66,1.25
2000-11-30,2646.44,63.89,41.42,204.36,12.95,1.16
2000-10-31,2460.24,63.9,38.5,204.34,12.04,1.24
2000-09-29,2634.84,63.89,41.24,204.41,12.89,1.16
2000-08-31,2910.87,63.89,45.56,204.42,14.24,1.05
2000-07-31,2961.34,63.89,46.35,204.37,14.49,1.03
2000-06-30,3227.16,63.89,50.51,204.38,15.79,0.95
2000-05-31,3007.07,63.9,47.06,204.42,14.71,1.02
2000-04-28,2692.55,63.9,42.14,204.29,13.18,1.14
2000-03-31,2934.8,63.9,45.93,204.37,14.36,1.04
2000-02-29,3303.59,63.9,51.7,204.3,16.17,0.93
2000-01-31,3087.37,63.89,48.32,204.33,15.11,0.99
1999-12-30,2837.14,63.9,44.4,204.4,13.88,1.08
1999-11-30,2960.92,63.9,46.34,204.34,14.49,1.03
1999-10-29,3042.6,63.89,47.62,204.34,14.89,1.01
1999-09-30,3439.87,63.89,53.84,204.39,16.83,0.89
