Date,P/E,P/B,Div Yield %,Close,EPS
28-Feb-18,25.68,3.54,1.13,10492.85,408.6
27-Feb-18,25.87,3.57,1.12,10554.3,407.974
26-Feb-18,25.95,3.57,1.12,10582.6,407.807
23-Feb-18,25.75,3.54,1.13,10491.05,407.419
22-Feb-18,25.49,3.51,1.09,10382.7,407.324
21-Feb-18,25.18,3.51,1.09,10397.45,412.925
20-Feb-18,25.09,3.5,1.09,10360.4,412.929
19-Feb-18,25.14,3.51,1.09,10378.4,412.824
16-Feb-18,25.32,3.53,1.08,10452.3,412.808
15-Feb-18,25.45,3.56,1.07,10545.5,414.361
14-Feb-18,25.37,3.55,1.08,10500.9,413.91
12-Feb-18,25.48,3.56,1.07,10539.75,413.648
9-Feb-18,25.27,3.53,1.08,10454.95,413.73
8-Feb-18,25.56,3.57,1.07,10576.85,413.805
7-Feb-18,25.32,3.54,1.08,10476.7,413.772
6-Feb-18,25.37,3.55,1.08,10498.25,413.806
5-Feb-18,25.78,3.6,1.06,10666.55,413.753
2-Feb-18,26.04,3.64,1.05,10760.6,413.233
1-Feb-18,27.48,3.72,1.03,11016.9,400.906
31-Jan-18,27.5,3.73,1.03,11027.7,401.007
30-Jan-18,27.51,3.73,1.03,11049.65,401.659
29-Jan-18,27.71,3.76,1.02,11130.4,401.674
25-Jan-18,27.61,3.74,1.02,11069.65,400.929
24-Jan-18,27.66,3.74,1.02,11086,400.795
23-Jan-18,27.81,3.74,1.02,11083.7,398.551
22-Jan-18,27.62,3.7,1.03,10966.2,397.038
19-Jan-18,27.44,3.68,1.04,10894.7,397.037
18-Jan-18,27.25,3.65,1.05,10817,396.954
17-Jan-18,27.18,3.64,1.05,10788.55,396.93
16-Jan-18,26.96,3.61,1.06,10700.45,396.901
15-Jan-18,27.06,3.62,1.06,10741.55,396.953
12-Jan-18,27.28,3.6,1.06,10681.25,391.541
11-Jan-18,27.23,3.59,1.06,10651.2,391.157
10-Jan-18,27.18,3.58,1.07,10632.2,391.177
9-Jan-18,27.19,3.58,1.07,10637,391.21
8-Jan-18,27.16,3.58,1.07,10623.6,391.149
5-Jan-18,26.99,3.55,1.07,10558.85,391.213
4-Jan-18,26.86,3.54,1.08,10504.8,391.095
3-Jan-18,26.7,3.52,1.09,10443.2,391.131
2-Jan-18,26.7,3.52,1.09,10442.2,391.094
1-Jan-18,26.68,3.51,1.09,10435.55,391.138
29-Dec-17,26.92,3.55,1.08,10530,391.159
28-Dec-17,26.82,3.53,1.08,10477,390.641
27-Dec-17,26.85,3.54,1.08,10490,390.689
26-Dec-17,26.96,3.55,1.08,10531,390.616
22-Dec-17,26.86,3.54,1.08,10493,390.655
21-Dec-17,26.74,3.52,1.09,10440,390.426
20-Dec-17,26.75,3.52,1.09,10444,390.43
19-Dec-17,26.79,3.53,1.09,10463,390.556
18-Dec-17,26.6,3.5,1.09,10388,390.526
15-Dec-17,26.46,3.48,1.1,10333,390.514
14-Dec-17,26.25,3.46,1.11,10252,390.552
13-Dec-17,26.1,3.44,1.11,10192,390.498
12-Dec-17,26.22,3.45,1.11,10240,390.542
11-Dec-17,26.43,3.48,1.1,10322,390.541
8-Dec-17,26.26,3.46,1.11,10265,390.899
7-Dec-17,26.01,3.43,1.12,10166,390.85
6-Dec-17,25.7,3.39,1.13,10044,390.817
5-Dec-17,25.89,3.41,1.12,10118,390.807
4-Dec-17,25.91,3.42,1.12,10127,390.853
1-Dec-17,25.9,3.41,1.12,10121,390.772
30-Nov-17,26.16,3.45,1.11,10226,390.902
29-Nov-17,26.51,3.49,1.07,10361,390.834
28-Nov-17,26.53,3.49,1.07,10370,390.878
27-Nov-17,26.61,3.5,1.07,10399,390.793
24-Nov-17,26.59,3.5,1.07,10389,390.711
23-Nov-17,26.48,3.49,1.08,10348,390.785
22-Nov-17,26.4,3.48,1.08,10342,391.742
21-Nov-17,26.2,3.48,1.08,10326,394.122
20-Nov-17,26.18,3.47,1.08,10298,393.354
17-Nov-17,26.14,3.46,1.08,10283,393.382
16-Nov-17,25.96,3.45,1.09,10214,393.451
15-Nov-17,25.72,3.41,1.1,10118,393.39
14-Nov-17,25.89,3.44,1.09,10186,393.434
13-Nov-17,25.99,3.45,1.09,10224,393.382
10-Nov-17,26.35,3.48,1.08,10321,391.689
9-Nov-17,26.31,3.48,1.08,10308,391.79
8-Nov-17,26.37,3.48,1.08,10303,390.709
7-Nov-17,26.48,3.49,1.08,10350,390.861
6-Nov-17,26.74,3.53,1.07,10451,390.838
3-Nov-17,26.87,3.53,1.07,10452,388.984
2-Nov-17,26.63,3.52,1.07,10423,391.401
1-Nov-17,26.49,3.52,1.07,10440,394.111
31-Oct-17,26.38,3.49,1.08,10335,391.774
30-Oct-17,26.77,3.5,1.1,10363,387.112
27-Oct-17,26.67,3.49,1.11,10323,387.064
26-Oct-17,26.73,3.49,1.1,10343,386.944
25-Oct-17,26.63,3.48,1.11,10295,386.594
24-Oct-17,26.42,3.45,1.12,10207,386.336
23-Oct-17,26.37,3.44,1.12,10184,386.196
19-Oct-17,26.28,3.43,1.12,10146,386.073
18-Oct-17,26.44,3.45,1.12,10210,386.157
17-Oct-17,26.52,3.46,1.12,10234,385.897
16-Oct-17,26.55,3.46,1.12,10230,385.311
13-Oct-17,26.41,3.47,1.12,10167,384.968
12-Oct-17,26.22,3.45,1.13,10096,385.05
11-Oct-17,25.94,3.41,1.14,9984.8,384.919
10-Oct-17,26.02,3.42,1.14,10016,384.935
9-Oct-17,25.95,3.41,1.14,9988.7,384.921
6-Oct-17,25.92,3.41,1.14,9979.7,385.019
5-Oct-17,25.69,3.38,1.15,9888.7,384.924
4-Oct-17,25.75,3.39,1.15,9914.9,385.045
3-Oct-17,25.61,3.37,1.16,9859.5,384.986
29-Sep-17,25.43,3.35,1.17,9788.6,384.923
28-Sep-17,25.44,3.4,0.97,9768.9,383.998
27-Sep-17,25.36,3.39,0.98,9735.7,383.9
26-Sep-17,25.71,3.43,0.96,9871.5,383.956
25-Sep-17,25.71,3.43,0.96,9872.6,383.998
22-Sep-17,25.95,3.47,0.95,9964.4,383.985
21-Sep-17,26.34,3.52,0.94,10121,384.244
20-Sep-17,26.39,3.53,0.94,10141,384.274
19-Sep-17,26.4,3.53,0.94,10147,384.356
18-Sep-17,26.42,3.53,0.94,10153,384.292
15-Sep-17,26.24,3.51,0.94,10085,384.337
14-Sep-17,26.25,3.51,0.93,10086,384.229
13-Sep-17,26.23,3.51,0.93,10079,384.255
12-Sep-17,26.26,3.51,0.93,10093,384.349
11-Sep-17,26.11,3.5,0.93,10006,383.225
8-Sep-17,25.9,3.47,0.94,9934.8,383.583
7-Sep-17,25.89,3.49,0.94,9929.9,383.542
6-Sep-17,25.88,3.49,0.94,9916.2,383.161
5-Sep-17,25.97,3.5,0.94,9952.2,383.219
4-Sep-17,25.83,3.48,0.94,9912.8,383.771
1-Sep-17,25.99,3.51,0.93,9974.4,383.778
31-Aug-17,25.62,3.49,0.94,9917.9,387.116
30-Aug-17,25.54,3.47,0.94,9884.4,387.016
29-Aug-17,25.31,3.44,0.95,9796,387.041
28-Aug-17,25.61,3.48,0.94,9912.8,387.068
24-Aug-17,25.47,3.46,0.95,9857,387.004
23-Aug-17,25.45,3.47,0.96,9852.5,387.132
22-Aug-17,25.25,3.44,0.97,9765.5,386.752
21-Aug-17,24.99,3.44,0.97,9754.3,390.328
18-Aug-17,25.1,3.46,0.97,9837.4,391.928
17-Aug-17,25.3,3.5,0.97,9904.1,391.466
16-Aug-17,25.28,3.49,0.97,9897.3,391.507
14-Aug-17,25.02,3.46,0.98,9794.1,391.451
11-Aug-17,24.8,3.43,0.99,9710.8,391.565
10-Aug-17,25.06,3.47,0.98,9820.2,391.868
9-Aug-17,25.31,3.51,0.97,9908,391.466
8-Aug-17,25.5,3.53,0.97,9978.5,391.314
7-Aug-17,25.67,3.56,0.96,10057,391.78
4-Aug-17,25.61,3.56,0.96,10066,393.05
3-Aug-17,25.5,3.49,0.96,10013,392.667
2-Aug-17,25.63,3.51,0.95,10081,393.328
1-Aug-17,25.75,3.52,0.95,10114,392.777
31-Jul-17,25.69,3.51,0.95,10077,392.254
28-Jul-17,25.56,3.49,0.96,10014,391.784
27-Jul-17,25.56,3.57,1,10020,392.019
26-Jul-17,25.57,3.57,1,10020,391.865
25-Jul-17,25.45,3.55,1,9964.5,391.532
24-Jul-17,25.45,3.55,1,9966.4,391.607
21-Jul-17,25.32,3.53,1.01,9915.2,391.596
20-Jul-17,25.22,3.52,1.01,9873.3,391.487
19-Jul-17,25.28,3.53,1.01,9899.6,391.598
18-Jul-17,25.1,3.56,1.06,9827.1,391.518
17-Jul-17,25.17,3.67,1.08,9915.9,393.957
14-Jul-17,25.12,3.66,1.08,9886.3,393.563
13-Jul-17,25.17,3.66,1.08,9891.7,392.996
12-Jul-17,24.98,3.63,1.09,9816.1,392.958
11-Jul-17,24.91,3.62,1.09,9786,392.854
10-Jul-17,24.87,3.62,1.09,9771,392.883
7-Jul-17,24.6,3.58,1.1,9665.8,392.919
6-Jul-17,24.62,3.58,1.1,9674.5,392.953
5-Jul-17,24.53,3.57,1.11,9637.6,392.89
4-Jul-17,24.47,3.56,1.11,9613.3,392.861
3-Jul-17,24.47,3.56,1.11,9615,392.93
30-Jun-17,24.23,3.52,1.12,9520.9,392.939
29-Jun-17,24.19,3.52,1.12,9504.1,392.894
28-Jun-17,24.15,3.51,1.12,9491.2,393.01
27-Jun-17,24.21,3.52,1.12,9511.4,392.871
23-Jun-17,24.37,3.54,1.11,9574.9,392.897
22-Jun-17,24.49,3.57,1.11,9630,393.222
21-Jun-17,24.31,3.57,1.11,9633.6,396.281
20-Jun-17,24.36,3.58,1.1,9653.5,396.285
19-Jun-17,24.37,3.58,1.1,9657.5,396.286
16-Jun-17,24,3.56,1.11,9588,399.5
15-Jun-17,24.19,3.6,1.19,9578,395.949
14-Jun-17,24.29,3.62,1.19,9618.1,395.97
13-Jun-17,24.27,3.62,1.19,9606.9,395.834
12-Jun-17,24.25,3.62,1.19,9616.4,396.553
9-Jun-17,24.38,3.64,1.18,9668.2,396.563
8-Jun-17,24.43,3.63,1.18,9647.2,394.892
7-Jun-17,24.48,3.64,1.18,9663.9,394.767
6-Jun-17,24.35,3.63,1.19,9637.1,395.774
5-Jun-17,24.45,3.64,1.18,9675.1,395.71
2-Jun-17,24.43,3.63,1.18,9653.5,395.149
1-Jun-17,24.34,3.62,1.19,9616.1,395.074
31-May-17,24.35,3.62,1.19,9621.2,395.121
30-May-17,24.36,3.63,1.19,9624.5,395.094
29-May-17,24.31,3.62,1.19,9604.9,395.101
26-May-17,24.32,3.62,1.19,9595.1,394.535
25-May-17,24.88,3.63,1.21,9509.7,382.223
24-May-17,24.73,3.58,1.23,9360.5,378.508
23-May-17,24.8,3.59,1.22,9386.1,378.472
22-May-17,24.94,3.61,1.22,9438.2,378.436
19-May-17,24.91,3.6,1.22,9427.9,378.479
18-May-17,24.91,3.6,1.22,9429.4,378.539
17-May-17,25.23,3.64,1.2,9525.7,377.554
16-May-17,24.16,3.63,1.21,9512.2,393.717
15-May-17,23.99,3.61,1.22,9445.4,393.722
12-May-17,23.88,3.59,1.22,9400.9,393.673
11-May-17,23.93,3.6,1.22,9422.4,393.748
10-May-17,23.89,3.59,1.22,9407.3,393.776
9-May-17,23.67,3.56,1.23,9316.8,393.612
8-May-17,23.66,3.56,1.23,9314,393.66
5-May-17,23.59,3.55,1.24,9285.3,393.612
4-May-17,23.77,3.58,1.23,9359.9,393.769
3-May-17,23.65,3.56,1.23,9311.9,393.738
2-May-17,23.66,3.56,1.23,9313.8,393.652
28-Apr-17,23.63,3.55,1.23,9304,393.737
27-Apr-17,23.73,3.57,1.23,9342.1,393.683
26-Apr-17,23.75,3.57,1.23,9351.8,393.76
25-Apr-17,23.64,3.56,1.23,9306.6,393.68
24-Apr-17,23.41,3.52,1.25,9217.9,393.759
21-Apr-17,23.12,3.48,1.26,9119.4,394.438
20-Apr-17,23.16,3.49,1.26,9136.4,394.491
19-Apr-17,23.08,3.47,1.26,9103.5,394.432
18-Apr-17,23.08,3.47,1.26,9105.1,394.502
17-Apr-17,23.17,3.49,1.26,9139.3,394.445
13-Apr-17,23.2,3.49,1.26,9150.8,394.431
12-Apr-17,23.33,3.51,1.25,9203.4,394.488
11-Apr-17,23.42,3.52,1.25,9237,394.406
10-Apr-17,23.28,3.5,1.25,9181.4,394.39
7-Apr-17,23.32,3.51,1.25,9198.3,394.438
6-Apr-17,23.48,3.53,1.24,9261.9,394.459
5-Apr-17,23.49,3.54,1.24,9265.1,394.427
3-Apr-17,23.42,3.53,1.25,9237.8,394.441
31-Mar-17,23.26,3.5,1.25,9173.7,394.398
30-Mar-17,23.82,3.48,1.21,9173.7,385.126
29-Mar-17,23.74,3.47,1.21,9143.8,385.164
28-Mar-17,23.63,3.45,1.22,9100.8,385.138
27-Mar-17,23.49,3.43,1.23,9045.2,385.066
24-Mar-17,23.65,3.45,1.22,9108,385.116
23-Mar-17,23.59,3.44,1.22,9086.3,385.176
22-Mar-17,23.45,3.42,1.23,9030.4,385.092
21-Mar-17,23.68,3.46,1.22,9121.5,385.198
20-Mar-17,23.7,3.46,1.22,9126.8,385.097
17-Mar-17,23.78,3.47,1.21,9160,385.198
16-Mar-17,23.77,3.47,1.21,9153.7,385.095
15-Mar-17,23.59,3.44,1.22,9084.8,385.112
14-Mar-17,23.59,3.44,1.22,9087,385.206
10-Mar-17,23.2,3.39,1.24,8934.5,385.108
9-Mar-17,23.18,3.38,1.24,8927,385.116
8-Mar-17,23.17,3.38,1.24,8924.3,385.166
7-Mar-17,23.23,3.39,1.24,8946.9,385.144
6-Mar-17,23.27,3.4,1.24,8963.4,385.191
3-Mar-17,23.1,3.37,1.25,8897.5,385.173
2-Mar-17,23.11,3.37,1.25,8899.7,385.102
1-Mar-17,23.3,3.39,1.24,8945.8,383.94
28-Feb-17,23.13,3.37,1.25,8879.6,383.9
27-Feb-17,23.21,3.37,1.25,8896.7,383.313
23-Feb-17,23.36,3.39,1.24,8939.5,382.684
22-Feb-17,23.32,3.38,1.24,8926.9,382.8
21-Feb-17,23.27,3.38,1.24,8907.8,382.802
20-Feb-17,23.19,3.37,1.24,8879.2,382.889
17-Feb-17,23.1,3.34,1.25,8821.7,381.892
16-Feb-17,23.08,3.33,1.26,8778,380.329
15-Feb-17,22.84,3.31,1.27,8724.7,381.992
14-Feb-17,23.05,3.33,1.26,8792.3,381.445
13-Feb-17,23.15,3.34,1.25,8805,380.346
10-Feb-17,23.34,3.33,1.26,8793.5,376.757
9-Feb-17,23.31,3.33,1.26,8778.4,376.594
8-Feb-17,23.28,3.32,1.26,8769,376.675
7-Feb-17,23.31,3.32,1.26,8768.3,376.16
6-Feb-17,23.43,3.34,1.25,8801,375.63
3-Feb-17,23.29,3.31,1.26,8740.9,375.307
2-Feb-17,23.38,3.31,1.26,8734.2,373.576
1-Feb-17,23.27,3.3,1.27,8716.4,374.577
31-Jan-17,22.86,3.25,1.29,8561.3,374.51
30-Jan-17,22.98,3.27,1.28,8632.7,375.661
27-Jan-17,23,3.28,1.28,8641.2,375.704
25-Jan-17,22.98,3.26,1.28,8602.7,374.356
24-Jan-17,22.64,3.21,1.3,8475.8,374.373
23-Jan-17,22.48,3.18,1.32,8391.5,373.287
20-Jan-17,22.37,3.17,1.32,8349.3,373.236
19-Jan-17,22.44,3.2,1.31,8435.1,375.896
18-Jan-17,22.39,3.19,1.31,8417,375.927
17-Jan-17,22.4,3.18,1.32,8398,374.911
16-Jan-17,22.5,3.19,1.31,8412.8,373.902
13-Jan-17,22.47,3.18,1.31,8400.3,373.845
12-Jan-17,22.5,3.19,1.31,8407.2,373.653
11-Jan-17,22.42,3.18,1.32,8380.6,373.8
10-Jan-17,22.39,3.14,1.33,8288.6,370.192
9-Jan-17,22.07,3.12,1.34,8236,373.176
6-Jan-17,22.09,3.13,1.34,8243.8,373.191
5-Jan-17,22.17,3.14,1.33,8273.8,373.198
4-Jan-17,21.94,3.11,1.35,8190.5,373.314
3-Jan-17,22.12,3.11,1.35,8192.2,370.353
2-Jan-17,22.08,3.1,1.35,8179.5,370.448
30-Dec-16,21.93,3.1,1.35,8185.8,373.269
29-Dec-16,21.89,3.07,1.36,8103.6,370.196
28-Dec-16,21.71,3.05,1.37,8034.8,370.097
27-Dec-16,21.7,3.05,1.37,8032.8,370.175
26-Dec-16,21.36,3,1.4,7908.2,370.234
23-Dec-16,21.39,3.03,1.38,7985.7,373.338
22-Dec-16,21.18,3.03,1.38,7979.1,376.728
21-Dec-16,21.16,3.06,1.37,8061.3,380.969
20-Dec-16,21.24,3.06,1.37,8082.4,380.527
19-Dec-16,21.3,3.07,1.36,8104.3,380.484
16-Dec-16,21.37,3.09,1.36,8139.4,380.88
15-Dec-16,21.41,3.09,1.35,8153.6,380.831
14-Dec-16,21.48,3.1,1.35,8182.4,380.931
13-Dec-16,21.59,3.12,1.34,8221.8,380.815
12-Dec-16,21.45,3.1,1.35,8170.8,380.923
9-Dec-16,21.87,3.13,1.34,8261.7,377.764
8-Dec-16,21.83,3.13,1.34,8246.8,377.774
7-Dec-16,21.28,3.07,1.36,8102,380.733
6-Dec-16,21.56,3.09,1.36,8143.1,377.695
5-Dec-16,21.34,3.08,1.36,8128.7,380.914
2-Dec-16,21.25,3.07,1.37,8086.8,380.555
1-Dec-16,21.53,3.11,1.35,8192.9,380.534
30-Nov-16,21.61,3.12,1.34,8224.5,380.588
29-Nov-16,21.43,3.09,1.36,8142.1,379.939
28-Nov-16,21.55,3.08,1.36,8126.9,377.118
25-Nov-16,21.52,3.08,1.36,8114.3,377.059
24-Nov-16,21.29,3.02,1.39,7965.5,374.143
23-Nov-16,21.47,3.04,1.38,8033.3,374.164
22-Nov-16,21.38,3.03,1.38,8002.3,374.289
21-Nov-16,21.19,3,1.4,7929.1,374.191
18-Nov-16,21.41,3.06,1.37,8074.1,377.118
17-Nov-16,21.49,3.06,1.37,8079.9,375.984
16-Nov-16,21.62,3.07,1.36,8111.6,375.19
15-Nov-16,21.37,3.07,1.36,8108.4,379.429
11-Nov-16,22.02,3.14,1.33,8296.3,376.762
10-Nov-16,22.7,3.23,1.3,8525.7,375.581
9-Nov-16,22.48,3.19,1.31,8432,375.089
8-Nov-16,22.57,3.24,1.3,8543.5,378.533
7-Nov-16,22.67,3.22,1.3,8497,374.813
4-Nov-16,22.73,3.19,1.31,8433.7,371.038
3-Nov-16,22.93,3.21,1.3,8484.9,370.035
2-Nov-16,23.01,3.23,1.3,8514,370.013
1-Nov-16,23.31,3.27,1.28,8626.2,370.064
30-Oct-16,23.31,3.27,1.28,8625.7,370.043
28-Oct-16,23.34,3.27,1.28,8638,370.094
27-Oct-16,23.28,3.26,1.28,8615.2,370.069
26-Oct-16,23.3,3.26,1.28,8615.2,369.751
25-Oct-16,23.23,3.29,1.27,8691.3,374.141
24-Oct-16,23.27,3.3,1.27,8708.9,374.254
21-Oct-16,23.23,3.29,1.27,8693,374.214
20-Oct-16,23.46,3.3,1.27,8699.4,370.818
19-Oct-16,23.35,3.28,1.28,8659.1,370.839
18-Oct-16,23.22,3.29,1.28,8677.9,373.725
17-Oct-16,23,3.23,1.3,8520.4,370.452
14-Oct-16,22.98,3.25,1.29,8583.4,373.516
13-Oct-16,23.16,3.25,1.29,8573.3,370.177
10-Oct-16,23.34,3.3,1.27,8708.8,373.128
7-Oct-16,23.49,3.29,1.27,8697.6,370.268
6-Oct-16,23.52,3.3,1.27,8709.5,370.302
5-Oct-16,23.43,3.32,1.27,8743.9,373.192
4-Oct-16,23.95,3.33,1.26,8769.1,366.142
3-Oct-16,23.8,3.31,1.27,8738.1,367.147
30-Sep-16,23.4,3.27,1.29,8611.1,367.996
29-Sep-16,23.51,3.26,1.29,8591.2,365.427
28-Sep-16,23.97,3.32,1.27,8745.1,364.835
27-Sep-16,23.9,3.3,1.27,8706.4,364.285
26-Sep-16,23.94,3.31,1.27,8723,364.369
23-Sep-16,24.24,3.35,1.25,8831.5,364.336
22-Sep-16,24.34,3.37,1.25,8867.4,364.314
21-Sep-16,24.11,3.33,1.26,8777.1,364.044
20-Sep-16,24.06,3.33,1.26,8775.9,364.751
19-Sep-16,24.15,3.34,1.25,8808.4,364.737
16-Sep-16,24.07,3.34,1.26,8779.8,364.761
15-Sep-16,23.97,3.33,1.23,8742.5,364.727
14-Sep-16,23.92,3.33,1.23,8726.6,364.824
12-Sep-16,23.89,3.32,1.23,8715.6,364.822
9-Sep-16,24.31,3.38,1.21,8866.7,364.735
8-Sep-16,24.54,3.41,1.2,8952.5,364.813
7-Sep-16,24.45,3.4,1.2,8917.9,364.74
6-Sep-16,24.52,3.42,1.2,8943,364.723
2-Sep-16,24.15,3.36,1.22,8809.6,364.787
1-Sep-16,24.06,3.35,1.22,8774.6,364.697
31-Aug-16,24.09,3.36,1.22,8786.2,364.724
30-Aug-16,23.97,3.34,1.22,8744.3,364.802
29-Aug-16,23.6,3.29,1.24,8607.4,364.72
26-Aug-16,23.5,3.27,1.25,8572.5,364.787
25-Aug-16,23.62,3.29,1.26,8592.2,363.768
24-Aug-16,23.78,3.31,1.25,8650.3,363.764
23-Aug-16,23.73,3.3,1.25,8632.6,363.784
22-Aug-16,23.59,3.3,1.25,8629.1,365.795
19-Aug-16,23.7,3.31,1.25,8666.9,365.692
18-Aug-16,23.71,3.36,1.24,8673.2,365.803
17-Aug-16,23.58,3.34,1.25,8624,365.734
16-Aug-16,23.63,3.35,1.25,8642.5,365.743
12-Aug-16,23.71,3.36,1.24,8672.1,365.757
11-Aug-16,23.49,3.34,1.26,8592.1,365.777
10-Aug-16,23.44,3.36,1.28,8575.3,365.84
9-Aug-16,23.73,3.4,1.26,8678.2,365.706
8-Aug-16,23.82,3.41,1.26,8711.3,365.714
5-Aug-16,23.74,3.4,1.26,8683.1,365.758
4-Aug-16,23.38,3.35,1.28,8551.1,365.744
3-Aug-16,23.36,3.35,1.28,8544.8,365.788
2-Aug-16,23.58,3.38,1.27,8622.9,365.687
1-Aug-16,23.61,3.38,1.27,8636.5,365.798
29-Jul-16,23.62,3.38,1.27,8638.5,365.728
28-Jul-16,23.69,3.42,1.26,8666.3,365.821
27-Jul-16,23.63,3.4,1.27,8615.8,364.613
26-Jul-16,23.56,3.39,1.28,8590.6,364.626
25-Jul-16,23.69,3.44,1.23,8635.6,364.525
22-Jul-16,23.43,3.47,1.21,8541.2,364.541
21-Jul-16,23.34,3.46,1.22,8510.1,364.614
20-Jul-16,23.49,3.48,1.21,8565.8,364.657
19-Jul-16,23.39,3.46,1.22,8528.5,364.622
18-Jul-16,23.34,3.46,1.22,8508.7,364.554
15-Jul-16,23.43,3.47,1.21,8541.4,364.55
14-Jul-16,23.49,3.48,1.21,8565,364.623
13-Jul-16,23.37,3.46,1.22,8519.5,364.549
12-Jul-16,23.37,3.46,1.22,8521,364.613
11-Jul-16,23.25,3.44,1.23,8467.9,364.211
8-Jul-16,22.85,3.38,1.25,8323.2,364.254
7-Jul-16,22.89,3.39,1.24,8337.9,364.26
5-Jul-16,22.88,3.39,1.24,8335.9,364.331
4-Jul-16,22.98,3.4,1.24,8370.7,364.26
1-Jul-16,22.86,3.38,1.25,8328.3,364.318
30-Jun-16,22.75,3.37,1.25,8287.7,364.295
29-Jun-16,22.52,3.33,1.26,8204,364.298
28-Jun-16,22.31,3.3,1.28,8127.8,364.312
27-Jun-16,22.22,3.29,1.28,8094.7,364.298
24-Jun-16,22.2,3.29,1.28,8088.6,364.351
23-Jun-16,22.7,3.4,1.26,8270.4,364.335
22-Jun-16,22.52,3.37,1.27,8203.7,364.285
21-Jun-16,22.56,3.38,1.27,8219.9,364.357
20-Jun-16,22.62,3.39,1.27,8238.5,364.213
17-Jun-16,22.43,3.36,1.28,8170.2,364.253
16-Jun-16,22.35,3.37,1.28,8140.7,364.237
15-Jun-16,22.53,3.4,1.27,8206.6,364.252
14-Jun-16,22.26,3.36,1.29,8108.8,364.277
13-Jun-16,22.26,3.36,1.29,8110.6,364.358
10-Jun-16,22.43,3.38,1.28,8170,364.244
9-Jun-16,22.52,3.42,1.31,8203.6,364.281
8-Jun-16,22.71,3.45,1.3,8273,364.289
7-Jun-16,22.69,3.44,1.3,8266.4,364.319
6-Jun-16,22.71,3.42,1.31,8201,361.118
3-Jun-16,22.77,3.43,1.31,8220.8,361.036
2-Jun-16,22.76,3.43,1.31,8218.9,361.112
1-Jun-16,22.65,3.41,1.31,8179.9,361.143
31-May-16,22.6,3.4,1.32,8160.1,361.066
30-May-16,22.69,3.41,1.31,8178.5,360.445
27-May-16,22.66,3.4,1.32,8156.6,359.956
26-May-16,22.39,3.36,1.33,8069.6,360.411
25-May-16,22.07,3.3,1.36,7934.9,359.533
24-May-16,21.16,3.22,1.39,7748.8,366.2
23-May-16,21.13,3.22,1.39,7731,365.878
20-May-16,21.19,3.22,1.39,7749.7,365.724
19-May-16,21.33,3.24,1.38,7783.4,364.904
18-May-16,21.57,3.28,1.37,7870.1,364.863
17-May-16,21.62,3.29,1.36,7890.7,364.972
16-May-16,21.54,3.28,1.37,7860.7,364.935
13-May-16,21.1,3.26,1.38,7814.9,370.374
12-May-16,21.33,3.29,1.36,7900.4,370.389
11-May-16,21.19,3.27,1.37,7848.8,370.401
10-May-16,21.3,3.29,1.36,7887.8,370.319
9-May-16,21.24,3.28,1.37,7866,370.339
6-May-16,20.91,3.22,1.39,7733.4,369.842
5-May-16,20.96,3.22,1.39,7735.5,369.06
4-May-16,20.88,3.21,1.39,7706.5,369.085
3-May-16,21.08,3.23,1.39,7747,367.505
2-May-16,21.25,3.25,1.38,7805.9,367.336
29-Apr-16,21.24,3.27,1.37,7849.8,369.576
28-Apr-16,21.3,3.27,1.37,7847.2,368.413
27-Apr-16,21.66,3.33,1.35,7979.9,368.416
26-Apr-16,21.6,3.32,1.35,7962.6,368.639
25-Apr-16,21.4,3.27,1.37,7855,367.056
22-Apr-16,21.55,3.29,1.36,7899.3,366.557
21-Apr-16,21.59,3.34,1.41,7912,366.466
20-Apr-16,21.59,3.34,1.41,7914.7,366.591
18-Apr-16,21.68,3.34,1.41,7914.7,365.069
13-Apr-16,21.56,3.32,1.42,7850.4,364.119
12-Apr-16,21.17,3.26,1.45,7708.9,364.143
11-Apr-16,21.07,3.24,1.45,7671.4,364.091
8-Apr-16,20.75,3.19,1.48,7555.2,364.106
7-Apr-16,20.73,3.19,1.48,7546.4,364.033
6-Apr-16,20.91,3.22,1.47,7614.3,364.146
5-Apr-16,20.88,3.21,1.47,7603.2,364.138
4-Apr-16,21.31,3.28,1.44,7758.8,364.092
1-Apr-16,21.19,3.26,1.45,7713,363.992
31-Mar-16,20.89,3.1,1.49,7738.4,370.436
30-Mar-16,20.88,3.1,1.49,7735.2,370.46
29-Mar-16,20.5,3.04,1.52,7597,370.585
28-Mar-16,20.55,3.05,1.52,7615.1,370.564
23-Mar-16,20.83,3.09,1.5,7716.5,370.451
22-Mar-16,20.82,3.09,1.5,7714.9,370.552
21-Mar-16,20.79,3.09,1.5,7704.2,370.572
18-Mar-16,20.52,3.05,1.52,7604.3,370.58
17-Mar-16,20.28,3.01,1.54,7512.5,370.439
16-Mar-16,20.24,3,1.55,7498.7,370.489
15-Mar-16,20.14,2.99,1.55,7460.6,370.437
14-Mar-16,20.35,3.02,1.54,7538.7,370.452
11-Mar-16,20.27,3.01,1.54,7510.2,370.508
10-Mar-16,20.2,3,1.55,7486.1,370.599
9-Mar-16,20.33,3.02,1.54,7531.8,370.477
8-Mar-16,20.2,3,1.55,7485.3,370.559
4-Mar-16,20.24,3.01,1.55,7485.3,369.827
3-Mar-16,20.22,3,1.55,7475.6,369.713
2-Mar-16,19.93,2.96,1.57,7368.8,369.734
